,ALL_acc,UNKNOWN_acc,GG2H_FWDH_acc,GG2H_PTH_200_300_PTHJoverPTH_0_15_acc,GG2H_PTH_300_450_PTHJoverPTH_0_15_acc,GG2H_PTH_450_650_PTHJoverPTH_0_15_acc,GG2H_PTH_GT650_PTHJoverPTH_0_15_acc,GG2H_PTH_200_300_PTHJoverPTH_GT15_acc,GG2H_PTH_300_450_PTHJoverPTH_GT15_acc,GG2H_PTH_450_650_PTHJoverPTH_GT15_acc,GG2H_PTH_GT650_PTHJoverPTH_GT15_acc,GG2H_0J_PTH_0_10_acc,GG2H_0J_PTH_GT10_acc,GG2H_1J_PTH_0_60_acc,GG2H_1J_PTH_60_120_acc,GG2H_1J_PTH_120_200_acc,GG2H_GE2J_MJJ_0_350_PTH_0_60_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_0_350_PTH_60_120_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_0_350_PTH_120_200_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_0_350_PTH_0_60_PTHJJ_GT25_acc,GG2H_GE2J_MJJ_0_350_PTH_60_120_PTHJJ_GT25_acc,GG2H_GE2J_MJJ_0_350_PTH_120_200_PTHJJ_GT25_acc,GG2H_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_GT25_acc,GG2H_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_GT25_acc,GG2H_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_GT25_acc,GG2H_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_GT25_acc,ALL_xs,UNKNOWN_xs,GG2H_xs,ALL_ratio,UNKNOWN_ratio,GG2H_FWDH_ratio,GG2H_PTH_200_300_PTHJoverPTH_0_15_ratio,GG2H_PTH_300_450_PTHJoverPTH_0_15_ratio,GG2H_PTH_450_650_PTHJoverPTH_0_15_ratio,GG2H_PTH_GT650_PTHJoverPTH_0_15_ratio,GG2H_PTH_200_300_PTHJoverPTH_GT15_ratio,GG2H_PTH_300_450_PTHJoverPTH_GT15_ratio,GG2H_PTH_450_650_PTHJoverPTH_GT15_ratio,GG2H_PTH_GT650_PTHJoverPTH_GT15_ratio,GG2H_0J_PTH_0_10_ratio,GG2H_0J_PTH_GT10_ratio,GG2H_1J_PTH_0_60_ratio,GG2H_1J_PTH_60_120_ratio,GG2H_1J_PTH_120_200_ratio,GG2H_GE2J_MJJ_0_350_PTH_0_60_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_0_350_PTH_60_120_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_0_350_PTH_120_200_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_0_350_PTH_0_60_PTHJJ_GT25_ratio,GG2H_GE2J_MJJ_0_350_PTH_60_120_PTHJJ_GT25_ratio,GG2H_GE2J_MJJ_0_350_PTH_120_200_PTHJJ_GT25_ratio,GG2H_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_GT25_ratio,GG2H_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_GT25_ratio,GG2H_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_GT25_ratio,GG2H_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_GT25_ratio
hw_pdf4lhc_unc_27,1.0,1.5106090845873266e-06,0.08693067812333277,0.002141983829773256,0.0005923032059669866,0.00010555543216597734,1.7751049488722887e-05,0.007121247990991035,0.0015421414207252354,0.00022154320680392976,2.6603854883642997e-05,0.1363921551041877,0.4251528750967588,0.13400610198634724,0.09305867228335624,0.015359029507846095,0.013283221761497864,0.019620907226566498,0.007197660171775151,0.010648299567226656,0.016844002970988117,0.011771606750098007,0.005186499001213788,0.0073399698339529015,0.0011775171680783439,0.0017706911747632052,0.0006517511507802987,0.0009964490079344504,0.00034976429462724683,0.0004915072187852515,48520.0,0.07329475278417709,23.8479302554604,1.0,1.0035223564878881,0.9976991418350957,1.003047663520982,1.0029447611375972,1.0025135211442855,1.000002077681155,1.0037539861057392,1.0039666231119115,1.0032180979312828,1.0001073627294577,0.9978648510989271,0.9998593683920827,1.0007171286516223,1.001768844775873,1.0026245107225042,1.000923150839044,1.0021315340596022,1.0029576359751882,1.0015373732111892,1.0027481214527263,1.0035996730838221,1.001473991241659,1.0023695445930108,1.0008856094395835,1.0019348360902312,1.000326856741842,1.0011992348123402,0.9980611465036655,0.9989731696262254
hw_pdf4lhc_unc_28,1.0,1.505948252778879e-06,0.08704921859179224,0.0021350400241564546,0.0005906209921626473,0.00010501184003566097,1.776426924615995e-05,0.007093285250489442,0.0015357700200967115,0.00022082262453824888,2.6601296013943495e-05,0.13670687232176718,0.4252737715487122,0.1339213032988367,0.09289205533097795,0.015316645438275118,0.01327175150629912,0.019577865324401485,0.007175296811439444,0.01063192348678573,0.01679594465258228,0.011727237112638898,0.00517885066989089,0.007321877756193291,0.0011764698327651692,0.001766863309097914,0.0006516563829235017,0.0009952272232137663,0.0003503939649041564,0.0004923531715109131,48520.0,0.0730686092248312,23.888975881709502,1.0,1.0004260895798385,0.9990596249948721,0.9997960199263553,1.0000962749143614,0.9973507507453838,1.0007468102622847,0.9998125825376536,0.9998187067875421,0.9999550722650561,1.0000111682329107,1.000167368052474,1.0001436883559627,1.0000838776442345,0.9999752271816327,0.9998577143572573,1.000058839139624,0.9999331827322453,0.9998414145255125,0.9999971031911025,0.9998871395005958,0.9998168969009159,0.999997155924716,0.999898833111234,0.9999953779664194,0.9997688615755381,1.0001814042448323,0.9999716256545068,0.9998579263584001,1.0006925422893507
hw_pdf4lhc_unc_29,1.0,1.505135551611615e-06,0.08714722057385706,0.0021345903947475355,0.0005902158544310169,0.00010515188158130566,1.77302494391651e-05,0.007092164444424574,0.0015351822894939988,0.00022066487443484024,2.659020768742656e-05,0.13670530905657616,0.42522969754671736,0.13389911908774477,0.09287881606717105,0.015314418459417885,0.013269829823933725,0.019575706966388783,0.007174584697237927,0.010631171647071518,0.01679523186634993,0.011726559987056339,0.005177155360628975,0.007320785671637541,0.0011761003696086248,0.0017667121361908916,0.0006511524183044026,0.0009949550414087023,0.0003500326017023624,0.0004916452892045975,48520.0,0.07302917696419556,23.854629432207073,1.0,0.9998861988835528,1.0001843889506472,0.9995854675768007,0.9994102567375484,0.9986807963920161,0.9988303107505927,0.999654602706494,0.9994360817568056,0.9992407296274588,0.9995943295064015,1.0001559309768895,1.0000400366899895,0.999918212650654,0.9998327076110853,0.9997123390530442,0.9999140356873727,0.9998229452900443,0.9997421850038273,0.9999263880907531,0.9998447062941473,0.9997591679070988,0.9996698044430091,0.9997496945829337,0.9996813355332148,0.999683321305175,0.9994079045084238,0.9996981463165878,0.9988267674407321,0.9992537934689161
hw_qcd_0,1.0,1.4618865091634776e-06,0.08625742188087443,0.002062502583684514,0.000565695566648728,9.988032037422116e-05,1.6720922225977577e-05,0.006901213613722417,0.0014762901689833524,0.0002102438072796997,2.4959219942807994e-05,0.14588645733966127,0.42108274233044507,0.13220208749866683,0.09156551190524156,0.015343000251204686,0.01315607088725411,0.019358307482966547,0.007172469735457448,0.010518309371342618,0.016625153650197007,0.011659383694555537,0.005133786018920833,0.0072647046418841295,0.0011697208098695338,0.0017570422422451134,0.0006496603908769762,0.0009910234358795472,0.00035328537148033315,0.0004948929716054737,48520.0,0.07093073342461194,24.012206982297585,1.0,0.9711551516283616,0.989972212863222,0.9658282050568683,0.9578901468933285,0.9486141036676476,0.9419700495649724,0.9727397055269592,0.9610960679536825,0.9520508233305495,0.9382813032908872,1.067326547625769,0.9902873753153049,0.9872452928814767,0.9856950978552803,1.0015781343489758,0.9913420224076199,0.9887193365063126,0.9994474757487496,0.989311004248993,0.9897197014457678,0.9940319883789324,0.9912955103907378,0.9920910914107242,0.9942587313364228,0.9942116706053465,0.9971178968807224,0.9957477982144469,1.0081086272068176,1.0058546071659376
hw_qcd_1,1.0,1.447909335113873e-06,0.08681871219113257,0.001985360101090833,0.0005420420602100434,9.556076127040758e-05,1.5991053397120574e-05,0.006634523980537237,0.0014130598452792534,0.00020089361921594965,2.3886228332456236e-05,0.15163502546395605,0.4196309512922698,0.13131212312489485,0.09027015595764261,0.014907495329408165,0.01306323689765159,0.01905450793098451,0.00696509408532592,0.010407996805914338,0.016321701659448316,0.01131423471024865,0.005032785036165572,0.00709263197750901,0.001141595380681956,0.001708236875896271,0.0006314368846618748,0.0009609679781088841,0.0003414528632766008,0.00047689199615397383,48520.0,0.07025256093972512,23.13879965339081,1.0,0.9618698859812718,0.9964141143064663,0.9297039421897716,0.9178377545945514,0.907589058171687,0.9008530245825681,0.9351492743691968,0.9199317922819847,0.909710198131796,0.8979447876109916,1.1093839084101893,0.9868731049304771,0.9805993075157201,0.971750699129619,0.9731487398413072,0.9843467549155688,0.9732028719739203,0.9705507250199027,0.9789354361769536,0.9716547608138741,0.9646059792393795,0.9717929794357392,0.9685923029785506,0.970352211672596,0.966595450775488,0.9691479229587079,0.9655490614177699,0.9743442696516336,0.9692681831707987
hw_qcd_2,1.0,1.4372999013318173e-06,0.08687759090123438,0.0019346223592963216,0.0005254869440608097,9.23161537761453e-05,1.540887113807836e-05,0.0064575378275057264,0.0013685754601473609,0.00019389297458280186,2.302361944653316e-05,0.14963903178194737,0.42193321993615635,0.13209103277051443,0.09020667520553194,0.014656991684608935,0.013124165174644145,0.019003625327128237,0.006844663470554825,0.01043557090186844,0.016244176413637068,0.011119024130118737,0.005002871461506111,0.007020918600789566,0.0011313192806399642,0.0016853648478837122,0.0006235632688938915,0.0009457312965683925,0.00033543649144925655,0.0004667255444692552,48520.0,0.06973779121261978,22.645523417648263,1.0,0.9548218653526395,0.9970898623830842,0.905944484881122,0.8898050395178347,0.8767733737766925,0.8680558950944678,0.9102027261215243,0.8909715183914924,0.8780090528135601,0.8655170999040518,1.0947809282258045,0.9922874982157663,0.986415969686245,0.9710673341283027,0.956796072885838,0.9889378491604415,0.9706040593262364,0.9537693263698931,0.9815289477001964,0.9670395695950003,0.947963113183796,0.9660168929081018,0.9587988969578636,0.9616175613999582,0.9536534527780796,0.9570632656428749,0.9502397442545748,0.9571764024449738,0.9486051856090627
hw_qcd_3,1.0,1.5566272315679539e-06,0.08909115322938196,0.0023191420177843067,0.0006470564858044949,0.00011607986384913777,1.9649512257226757e-05,0.0077166021399798475,0.0016852482589419556,0.00024378254990851353,2.9457961987288046e-05,0.12107393825542577,0.42292809254993347,0.1376781453322573,0.09752069904606075,0.016410681944978696,0.013671943207394462,0.020636710606613543,0.0076933146980280465,0.011038629871988457,0.017783515708445847,0.01260202074900194,0.005468811243577123,0.007796290275534147,0.0012508517652887426,0.001893707068765968,0.0006976108869154156,0.001071530063151555,0.0003788323316851266,0.000534945747827242,48520.0,0.07552755327567712,25.95556768457778,1.0,1.0340929652379478,1.022494808978095,1.0860072564404608,1.0956582811977782,1.1024693912328778,1.1069516253183393,1.0876703306773803,1.0971321961117575,1.103924916300881,1.1074005930097375,0.8857945479116612,0.9946272041462869,1.0281388401926221,1.049802190682883,1.071275496104853,1.030214259683835,1.0540133654038306,1.0720245938541404,1.038250313680958,1.058678688206324,1.0743974184992708,1.0559863642450713,1.0646861104050998,1.0632197689845533,1.0715426318204122,1.0707137300816572,1.0766382130577912,1.0810075159251555,1.087260631910554
hw_qcd_4,1.0,1.4691151315072156e-06,0.08545153074582366,0.0020099306242450446,0.0005512751957346512,9.762832419389065e-05,1.6377049382143647e-05,0.006668508109121769,0.0014321122991988544,0.00020453932614786642,2.4529905096470934e-05,0.14587627487698174,0.42775734377041913,0.13174746278903562,0.08996002158008122,0.014588052606070214,0.013033866812663192,0.018897661256349695,0.0068297772367840424,0.010382623990357874,0.016156032120624976,0.011142559461179155,0.0049908798955733,0.007009806745710605,0.0011276012853640163,0.001682959289871922,0.0006209796705504393,0.0009440058628522646,0.0003313376942022429,0.00046285236125254766,48520.0,0.0712814661807301,22.457596567973614,1.0,0.9759572438457076,0.9807230397150276,0.9412098207583923,0.9334721877868563,0.9272257527886836,0.9225980367433916,0.9399394044944513,0.9323353420256014,0.9262191185659456,0.9221422534942073,1.0672520512473096,1.0059844649292997,0.9838502927487023,0.9684121284245809,0.9522957879001078,0.9821336473927983,0.9651919784485121,0.9516950047882955,0.9765489684707289,0.9617922109720596,0.9499696405049672,0.9637014116184767,0.9572814268092045,0.9584572779930219,0.9522922824020139,0.9530978828324345,0.948506085128467,0.945480382175094,0.9407330609145362
hw_qcd_5,1.0,1.5341471825209442e-06,0.08973679166937791,0.002291035290315982,0.0006463769623366292,0.0001172693745513432,2.0016755608645727e-05,0.007611172104560311,0.0016812108100271496,0.0002458648507414999,3.008620156684404e-05,0.11873636776294524,0.4257208017746367,0.13900159866736367,0.0968303456459626,0.015960591097447487,0.013741415896007072,0.020327253896544665,0.007483758442542424,0.011091580848757976,0.017535163119542146,0.012283725637994207,0.005428589533605737,0.007699428010825833,0.0012434949228319015,0.001872552449206989,0.000694589293679069,0.001060858128059901,0.00037690987364045775,0.000529616832137013,48520.0,0.07443682129591621,25.697008695287867,1.0,1.0191591004652616,1.0299047697816426,1.0728454449811706,1.094507646699602,1.1137667781890666,1.1276402113462736,1.0728097587043908,1.0945037316282094,1.1133542367080653,1.1310177354058313,0.8686925420841962,1.0011949980977664,1.0380219903013164,1.042370593915656,1.041893944649657,1.03544919617981,1.038207963339319,1.0428239867693747,1.0432306752727687,1.0438938955171964,1.0472608621962087,1.0482198542331767,1.0514582925311355,1.0569664777837267,1.0595724189552516,1.0660760998130367,1.0659154031973253,1.0755217339009722,1.0764297761381896
hw_qcd_6,1.0,1.4700496752598792e-06,0.08744591973286045,0.0020735509120884477,0.0005782651419996678,0.00010394312480636029,1.7627955235017865e-05,0.006876486615181285,0.001501717033141815,0.0002176290831506078,2.645752003114264e-05,0.13707676977972316,0.4288494456247604,0.13432005983262846,0.0912648398498461,0.014689489180484515,0.013245833277022254,0.01906623523071316,0.006881561193153441,0.010593948363622522,0.016363174919464415,0.011265777272300366,0.005084566479785516,0.007140739613681218,0.0011555851624181603,0.00172393958114562,0.0006403637592024339,0.0009713194716739323,0.0003437130715652871,0.000479571168638903,48520.0,0.07132681024360935,23.268793102359574,1.0,0.9765780765670798,1.0036125445918782,0.9710019135776051,0.9791741609269314,0.9872006197133584,0.9930675857496307,0.9692543861866565,0.9776494933415384,0.9854937012178745,0.9946062590717497,1.0028735916730567,1.0085528311200562,1.0030616710999969,0.9824583882590724,0.9589174820468345,0.9981058373620608,0.973801840040572,0.9589108378815777,0.9964253117646751,0.9741237246132332,0.9604746936879851,0.9817915871675027,0.9751620342516032,0.9822434788222872,0.9754807310741734,0.9828491528514288,0.9759499021572017,0.9807938304289776,0.9747135181057763
hw_qcd_7,1.0,1.4287432721223321e-06,0.08538697597608638,0.001929082132189567,0.000532418412134789,9.486078707974095e-05,1.5979051075107977e-05,0.006386942845970688,0.0013807045877357832,0.00019836151020553074,2.3948623844234167e-05,0.14833618249867406,0.431700043755147,0.13156229404974326,0.08775116615586333,0.013859159529102164,0.01294872737284253,0.018261944556690127,0.006487477257371165,0.010286264387742768,0.015608127921736948,0.010596740291383492,0.0048639061469187735,0.00677740144332813,0.0010984747395219971,0.0016264072071361948,0.000604850399078142,0.0009121751091307647,0.000321732089150162,0.000446222419845111,48520.0,0.06932262356337555,21.650711810884786,1.0,0.9491375564235419,0.9799821477795376,0.9033501086876312,0.9015420679886506,0.9009410479632507,0.9001768760000733,0.9002522238774654,0.8988678365258663,0.8982440032444244,0.9002903954562949,1.0852490933115109,1.015256766135289,0.9824675084847472,0.9446339840313535,0.9047142617176898,0.9757181829899546,0.9327229522153846,0.9039972294067129,0.9674857614603027,0.9291746730199868,0.9034353013957162,0.9391837347003467,0.9255434221061708,0.933699812559601,0.9202926302018162,0.9283422020574913,0.9165235892699712,0.91807054835727,0.9069332210677407
